524	1	24	5	2	2	1	2	3	2	3	3	4	3
34	1	24	1	1	1	1	3	2	2	2	2	2	2
564	1	24	6	2	3	3	3	2	4	4	3	3	4
576	1	23	7	3	2	4	1	1	2	4	2	1	1
540	1	23	4	3	2	4	1	1	5	3	1	1	1
77	1	22	3	3	2	2	3	2	2	2	2	3	3
115	0	22	1	3	2	2	2	1	1	1	1	2	1
272	1	22	4	1	3	2	3	1	3	1	2	2	1
294	1	22	2	2	1	1	1	1	1	1	1	1	1
457	1	22	5	2	2	3	2	2	4	3	3	2	3
186	1	21	4	3	2	1	1	1	2	1	1	2	1
227	1	21	2	2	1	1	2	1	1	1	1	2	1
493	1	21	5	3	2	2	1	2	4	3	3	1	4
515	1	21	4	3	4	2	1	2	1	1	1	1	1
688	0	21	2	1	3	3	4	1	4	2	3	1	2
395	1	20	2	1	1	1	2	1	2	3	3	1	3
48	1	19	1	2	2	2	1	1	5	1	1	1	1
189	0	19	7	2	2	2	1	1	4	4	4	2	5
380	1	19	5	3	3	2	3	3	4	3	5	4	5
506	1	18	5	2	3	1	2	2	3	4	2	3	3
630	1	18	3	3	3	4	3	1	3	4	2	1	1
35	1	25	5	1	3	2	1	1	1	1	1	1	1
49	0	25	3	1	1	1	1	1	1	1	1	1	1
51	0	25	5	2	2	2	3	1	4	3	4	3	3
66	1	25	5	3	5	3	1	1	2	2	1	1	1
75	1	25	2	2	3	3	1	1	1	2	1	3	1
153	1	25	6	3	4	4	1	1	1	1	3	3	1
173	1	25	6	3	4	3	1	1	2	1	2	1	1
188	1	25	4	3	2	1	1	1	3	1	1	1	1
199	1	25	5	2	2	1	2	1	2	1	3	1	1
201	1	25	3	3	2	2	1	1	1	1	1	1	1
221	1	25	1	3	3	1	3	1	3	3	3	3	3
224	1	25	3	3	3	2	3	1	3	2	2	1	1
337	1	25	1	3	1	2	4	5	4	5	5	5	5
346	1	25	2	3	2	3	2	1	3	4	2	1	1
347	0	25	5	1	3	1	3	1	3	4	3	5	5
356	1	25	3	3	2	2	3	2	3	3	3	2	3
378	0	25	2	2	2	1	4	2	5	5	5	3	5
390	1	25	7	3	3	2	4	3	4	2	5	4	5
396	1	25	2	1	1	1	4	4	4	2	4	3	4
417	0	25	3	1	1	1	1	1	1	1	1	1	1
426	1	25	1	2	5	5	1	1	1	5	1	1	1
446	0	25	1	2	3	2	3	1	4	3	3	3	3
448	0	25	6	2	4	1	2	1	3	2	2	1	2
458	1	25	4	3	3	4	2	3	4	3	2	2	3
460	1	25	5	2	2	3	4	3	4	4	3	3	3
468	1	25	4	4	5	1	1	5	2	2	2	2	3
514	1	25	3	2	2	2	1	1	4	4	3	4	4
536	0	25	5	2	1	2	1	1	4	2	4	4	2
549	0	25	1	1	1	1	3	1	4	4	4	4	4
559	0	25	1	2	2	2	1	1	1	1	1	1	1
583	1	25	3	2	2	1	1	1	1	1	1	1	1
588	1	25	3	2	1	1	2	2	4	3	3	2	2
599	1	25	5	4	2	2	2	1	3	4	3	3	3
606	0	25	4	3	2	3	3	2	2	2	3	2	2
609	1	25	2	3	2	4	3	1	3	4	3	3	3
675	1	25	1	3	4	4	4	3	4	2	3	3	3
680	1	25	6	2	4	2	1	1	3	1	1	1	1
691	1	25	7	5	5	5	5	1	5	5	5	5	5
709	1	25	2	2	4	2	1	1	1	1	1	1	1
714	0	25	4	2	3	4	3	1	5	4	5	2	4
768	0	25	1	2	3	1	2	1	3	2	3	3	2
781	0	25	3	1	1	2	1	2	2	1	2	1	2
784	0	25	4	3	4	4	3	1	3	1	2	1	2
785	1	25	5	3	3	2	5	2	4	5	5	3	4
805	1	25	4	2	1	1	1	1	1	1	1	1	1
821	0	25	3	2	3	3	3	2	3	3	3	2	3
859	1	25	6	3	1	1	3	2	3	2	3	2	3
862	0	25	5	1	3	3	1	1	2	3	3	5	3
888	0	25	5	2	2	1	3	1	3	3	3	2	2
889	0	25	1	1	3	1	1	1	1	1	1	1	1
891	0	25	3	2	2	3	3	1	5	3	5	3	4
921	0	25	3	2	2	2	2	2	4	4	4	3	4
50	0	24	5	2	3	1	5	2	5	4	4	5	4
67	0	24	2	3	2	2	3	2	5	2	5	3	4
117	1	24	3	3	4	3	1	1	2	1	2	1	1
137	1	24	2	1	2	1	2	1	1	1	1	1	1
169	1	24	4	3	2	1	2	2	-9	3	2	2	2
179	0	24	1	2	4	4	4	2	5	5	5	1	5
191	0	24	4	3	2	2	4	5	4	5	4	5	5
196	1	24	6	3	2	1	1	1	1	1	1	1	1
197	1	24	2	2	3	3	1	1	1	2	2	1	1
198	1	24	7	3	2	1	4	1	5	1	4	4	3
205	0	24	3	2	1	1	3	1	5	3	3	4	3
206	0	24	2	3	2	4	4	1	4	2	4	4	2
220	1	24	1	3	4	3	1	1	1	1	1	2	1
286	1	24	1	1	1	1	1	1	1	1	1	1	1
316	0	24	1	2	1	1	1	1	1	1	1	3	1
335	1	24	5	2	3	2	1	1	3	1	2	1	2
352	1	24	2	1	1	1	2	1	2	2	4	2	2
353	1	24	1	3	3	3	1	1	1	2	1	2	1
355	1	24	1	1	4	2	2	1	2	2	3	3	3
358	1	24	5	3	2	4	1	1	4	5	2	3	4
375	0	24	1	2	2	2	3	1	4	2	3	2	3
377	1	24	1	3	4	4	1	1	1	4	2	3	5
383	1	24	5	2	2	2	1	5	1	1	1	1	1
386	1	24	1	2	2	2	1	1	1	1	1	1	1
389	0	24	1	3	4	1	2	1	3	4	3	1	1
440	1	24	2	1	1	1	1	1	1	1	1	1	1
445	0	24	1	2	3	2	3	1	3	3	2	3	3
482	0	24	4	2	3	3	4	2	3	2	4	3	3
518	1	24	5	2	2	2	1	2	3	1	1	1	1
546	0	24	1	1	2	1	2	2	2	2	4	2	2
551	1	24	1	2	2	3	1	1	1	1	1	2	2
555	1	24	4	2	1	1	2	1	2	5	2	2	2
584	1	24	6	3	2	2	3	4	5	4	5	5	5
585	1	24	5	4	2	1	1	2	1	1	1	2	2
587	0	24	3	3	3	4	3	2	3	3	3	3	3
601	1	24	5	3	2	2	3	2	4	3	4	3	3
612	0	24	1	1	1	1	3	1	5	5	5	1	5
623	0	24	2	3	4	2	1	1	1	1	1	1	1
635	1	24	3	3	2	2	2	2	4	4	3	4	4
647	0	24	4	2	2	1	3	2	4	2	4	2	3
677	0	24	3	1	1	1	1	5	1	1	1	1	1
683	0	24	1	2	2	3	2	1	1	1	1	3	1
696	1	24	3	1	2	2	1	1	1	2	1	1	1
701	1	24	2	1	1	1	1	1	1	1	1	1	1
702	0	24	3	3	2	3	1	1	4	4	4	3	3
715	0	24	1	3	2	3	1	1	3	4	3	5	2
725	1	24	5	2	4	3	2	2	2	2	2	3	2
746	0	24	5	3	1	2	4	2	4	4	4	5	4
755	1	24	3	3	4	3	2	2	2	2	2	2	2
775	1	24	5	2	2	1	4	3	3	2	4	5	3
778	1	24	4	3	4	2	1	1	2	2	2	1	1
41	0	23	5	3	2	2	3	2	4	3	3	3	2
60	1	23	1	2	2	3	2	1	3	3	2	2	2
107	0	23	2	3	4	1	1	1	1	1	1	1	1
108	0	23	3	4	2	1	2	2	2	4	2	3	5
110	1	23	2	3	4	2	1	1	1	1	1	1	1
114	1	23	3	3	3	2	3	1	3	2	2	3	2
118	0	23	5	2	1	4	4	4	5	5	5	3	5
139	0	23	4	3	2	2	1	1	1	1	1	1	1
167	0	23	3	3	4	2	1	1	2	2	2	4	2
187	1	23	4	3	3	2	3	3	4	3	4	2	3
202	0	23	5	2	2	2	1	1	2	2	2	2	2
203	1	23	4	3	3	2	1	1	1	1	1	1	1
208	0	23	1	4	2	2	1	1	2	2	2	3	2
216	1	23	1	2	2	4	1	1	1	1	1	2	1
267	1	23	1	1	1	2	3	1	3	1	1	1	1
314	1	23	1	3	2	2	1	1	1	1	2	3	1
318	1	23	2	2	2	2	1	1	1	1	2	1	1
320	1	23	1	1	1	1	1	1	1	1	1	1	1
328	1	23	4	4	2	2	1	1	1	1	1	1	1
339	0	23	1	3	1	3	1	1	1	1	1	1	1
345	0	23	4	3	3	3	1	1	2	3	2	3	3
351	1	23	4	4	2	1	1	1	1	3	1	1	1
368	0	23	2	2	2	2	3	2	5	4	2	1	5
371	1	23	1	2	1	1	1	1	1	1	1	1	1
372	0	23	3	2	1	2	2	2	3	2	2	2	3
381	0	23	1	3	4	3	1	1	3	1	3	1	1
404	0	23	5	3	2	4	1	1	4	4	2	3	3
407	0	23	2	2	4	1	1	5	2	3	2	2	4
444	1	23	6	3	3	2	2	1	2	3	4	2	4
479	0	23	2	3	2	1	1	1	3	1	2	2	2
499	1	23	2	2	1	2	1	1	5	2	1	1	1
513	1	23	5	3	2	2	1	1	1	3	1	1	1
520	1	23	4	2	1	1	1	1	1	1	1	1	1
539	1	23	1	2	2	2	1	1	1	1	1	1	1
541	1	23	3	3	1	2	1	1	1	1	1	1	1
547	1	23	5	1	2	1	3	1	3	5	4	1	4
561	1	23	4	3	2	1	2	1	2	1	1	1	1
568	1	23	2	2	1	2	3	1	1	1	1	3	1
571	1	23	4	3	3	2	3	2	3	1	2	4	3
574	1	23	3	3	2	2	1	1	1	1	1	1	1
590	1	23	5	3	3	4	1	1	1	1	1	1	1
605	1	23	1	3	1	1	1	1	4	4	1	1	1
607	1	23	1	3	3	1	1	1	1	1	1	1	3
613	1	23	5	2	2	1	1	1	1	1	1	1	1
617	1	23	6	2	2	2	1	1	2	1	1	1	1
624	0	23	2	1	1	2	1	1	1	1	1	1	1
627	0	23	4	2	4	2	1	1	1	1	1	1	1
650	0	23	1	1	3	1	1	1	1	1	1	1	1
658	1	23	3	2	2	2	4	1	4	4	4	1	4
693	0	23	4	3	2	1	3	1	3	1	1	1	1
738	0	23	4	3	2	1	4	4	4	4	3	1	4
771	1	23	1	2	1	1	3	1	1	2	4	1	2
780	1	23	1	2	1	2	3	1	3	3	3	3	3
788	0	23	6	1	1	2	1	1	3	4	2	1	2
800	0	23	4	3	3	2	1	1	3	2	1	1	2
846	1	23	2	3	3	2	2	3	4	3	4	3	3
885	0	23	4	2	4	2	1	1	1	1	1	1	1
886	1	23	1	2	1	2	1	1	1	1	1	3	1
929	0	23	1	1	2	1	2	1	3	2	1	1	3
935	0	23	1	1	1	2	2	2	2	2	2	3	1
42	1	22	3	2	3	2	2	1	4	2	2	1	2
73	1	22	2	2	2	2	1	1	1	1	1	1	1
111	1	22	1	2	3	1	1	1	1	1	1	3	1
112	1	22	3	3	2	4	1	1	1	1	1	1	1
121	1	22	2	1	4	2	1	1	2	1	2	3	1
130	1	22	5	2	3	3	1	1	1	1	1	-9	1
148	0	22	1	2	1	3	1	1	2	1	2	2	2
150	1	22	3	1	2	2	1	1	2	2	2	3	2
162	1	22	3	3	2	3	3	1	4	4	3	2	3
